Hewan > Ulat : ulat_sagu - ulat_bambu - ulat_grayak
Hewan > Mollusca : octopus - siput  - cumi - gurita
Organisasi_pergerakan : IP - putera -  budi_utomo
Ras_melanesoid : suku_asmat - suku_huli - suku_amuge
Tokoh_organisasi : ki_hajar_dewantara - suwardi_suryaningrat - bung_karno
